station,week,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,y
11,36,1985,0,0,0,0,1,2,1,3,3,1,3,4,1,2,1,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,20.4
11,37,1946,0,0,1,0,2,2,3,1,5,0,3,2,1,5,6,3,5,5,3,2,1,3,2,2,2,3,4,2,2,0,0,0,0,93.2
11,38,1936,0,1,0,0,0,1,1,3,8,5,11,4,5,5,3,4,5,6,6,0,1,2,6,0,0,1,0,0,2,0,0,0,0,60.4
11,39,1960,2,0,0,0,2,0,0,6,3,3,1,1,2,2,2,4,2,1,4,5,3,1,5,2,0,5,0,0,0,0,0,0,0,60.2
11,41,1908,0,0,1,0,0,1,4,4,3,5,8,3,6,6,9,2,7,0,9,8,5,4,6,6,5,2,3,1,0,0,0,0,0,96.8
11,44,1910,2,0,0,0,2,3,4,12,6,5,3,8,5,2,3,6,5,6,7,7,3,6,3,0,2,4,2,0,0,0,0,0,0,58.6
11,45,1862,1,0,0,2,3,2,6,3,6,8,16,9,7,13,17,11,6,4,4,2,4,6,5,2,7,4,3,2,1,0,0,0,0,144.8
11,46,1917,0,0,0,1,4,5,2,8,5,3,3,3,4,2,5,3,6,3,9,12,4,2,6,2,3,2,0,2,0,0,0,0,0,69.2
11,47,1946,0,0,0,0,0,1,5,2,5,4,1,4,2,6,2,3,2,2,4,2,5,5,3,2,1,1,4,2,2,0,0,0,0,116.4
11,48,1937,0,2,0,2,3,1,4,3,9,4,7,11,8,9,1,4,1,0,1,3,0,0,0,0,3,0,1,0,1,1,0,0,0,8.4
11,49,1979,0,0,0,0,1,0,4,2,1,2,1,2,2,0,2,2,1,1,0,0,1,2,5,0,0,1,2,2,2,1,0,0,0,12.6
11,50,1950,1,0,0,2,3,1,5,5,3,6,5,5,3,2,2,5,7,0,2,1,0,0,4,0,1,1,2,0,0,0,0,0,0,85.8
11,51,1978,0,0,1,0,0,0,6,5,3,1,3,0,1,4,0,2,1,0,0,2,0,0,1,2,0,3,0,0,3,0,0,0,0,26.0
12,13,1943,5,0,7,0,5,11,7,7,4,5,5,2,1,1,2,3,0,2,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,52.2
12,15,1979,4,1,0,4,2,1,1,0,1,4,1,5,1,5,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,17.8
12,16,1924,0,1,1,4,5,2,6,4,7,9,12,8,6,8,3,2,1,3,2,0,1,2,0,1,0,2,0,0,2,0,0,0,0,91.0
12,17,1933,1,1,1,0,1,1,5,2,5,6,5,4,3,8,6,1,0,4,0,2,6,2,5,0,1,4,4,1,2,2,0,0,0,124.6
12,18,2006,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2
12,19,1957,4,2,3,5,5,6,11,3,3,2,5,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
12,20,1971,4,2,6,1,1,1,1,1,6,4,1,2,2,2,1,1,1,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,34.2
12,21,1890,6,2,5,7,6,8,10,11,9,4,8,6,7,6,5,6,5,0,4,0,1,0,0,3,2,0,3,1,1,0,0,0,0,57.0
12,22,1886,0,1,2,0,5,11,6,14,7,5,10,12,12,12,7,6,3,1,4,1,0,0,0,2,3,0,4,1,1,0,0,0,0,79.6
12,23,1970,0,1,4,1,5,1,3,0,4,2,4,1,5,3,0,1,1,2,0,0,3,0,0,0,1,1,0,3,0,0,0,0,0,9.0
12,24,1927,0,2,2,9,2,7,9,11,4,12,5,4,3,4,5,0,1,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,36.0
12,26,1982,0,2,2,3,4,3,2,3,0,4,1,2,1,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34.6
12,28,1929,4,2,3,2,3,9,2,10,3,6,2,8,3,6,6,6,3,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,75.4
12,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,31,1981,1,1,2,1,2,0,0,0,4,0,0,1,2,0,1,1,2,0,2,0,3,6,0,0,5,1,0,0,0,0,0,0,0,0.0
12,32,1948,2,0,1,2,2,10,5,2,9,8,4,2,4,2,1,2,1,1,2,5,1,0,0,0,0,0,1,0,1,0,0,0,0,25.2
12,33,1909,5,1,3,1,5,7,6,5,10,3,14,11,3,5,1,7,3,5,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,76.0
12,35,1997,2,0,0,2,0,0,3,1,2,2,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2
12,36,1944,2,2,2,1,5,1,3,9,2,3,3,5,4,2,5,0,1,1,1,5,4,2,1,0,0,4,0,0,1,2,0,0,1,58.4
12,37,1928,4,5,3,4,9,5,4,5,6,4,4,3,3,4,4,1,2,2,0,4,4,0,2,0,3,2,1,0,0,0,0,0,0,28.2
12,38,1922,3,7,0,3,7,4,6,9,9,7,4,8,6,5,5,1,0,3,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,31.6
12,39,1950,4,0,3,1,3,4,2,4,3,4,1,3,11,2,2,3,2,1,0,1,1,2,4,2,1,2,0,0,0,0,0,0,0,22.4
12,41,1934,2,0,0,4,4,5,3,3,2,2,8,6,12,6,7,5,3,2,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,90.4
12,44,1938,3,0,1,3,3,4,6,2,3,3,9,14,6,4,4,6,2,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,29.6
12,45,1812,3,1,1,9,10,17,18,11,6,18,15,13,20,14,16,5,7,5,2,3,2,1,2,1,1,1,0,2,0,0,0,0,0,134.2
12,46,1901,0,5,3,2,2,5,5,4,1,9,4,5,6,4,2,4,2,5,6,7,2,3,3,7,3,6,3,5,2,0,0,0,0,124.0
12,47,1924,0,4,1,3,3,0,3,35,3,4,4,2,6,2,4,3,1,1,2,2,0,1,2,2,2,2,0,0,0,0,0,0,0,79.0
12,48,1928,3,3,9,6,8,8,6,10,10,2,9,5,0,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.8
12,49,1955,6,0,2,7,3,5,5,3,1,4,3,6,1,2,0,4,0,0,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,80.8
12,50,1875,2,5,1,4,4,5,5,6,7,10,14,13,3,6,8,8,3,2,5,6,1,5,2,4,3,1,5,2,1,0,0,0,0,138.0
12,51,1936,1,1,1,3,2,2,3,4,3,6,2,11,4,3,2,6,1,1,2,2,4,3,0,5,1,3,2,2,0,0,0,0,0,47.4
13,13,1978,1,0,0,1,2,4,1,1,5,2,3,6,1,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.0
13,15,1979,0,1,0,0,0,0,3,0,1,3,4,0,0,2,4,3,0,1,0,1,3,2,2,2,1,2,2,0,0,0,0,0,0,77.6
13,16,1929,0,0,1,4,0,0,1,4,5,5,12,6,9,4,3,2,8,2,0,3,1,0,5,4,2,1,2,2,0,1,0,0,0,139.4
13,17,1979,0,0,2,0,2,2,4,1,2,1,4,1,1,3,3,0,1,1,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,50.4
13,18,1992,1,0,0,0,0,0,0,1,4,0,4,1,2,1,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2
13,19,1957,0,1,1,0,1,3,3,4,5,2,9,9,2,2,8,0,1,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,61.8
13,20,1979,0,0,0,0,0,0,2,2,2,5,0,2,4,1,2,2,2,3,1,3,0,1,0,3,2,0,0,0,0,0,0,0,0,14.2
13,21,1938,0,0,0,3,1,2,3,2,0,2,6,8,8,8,4,8,1,7,3,0,4,0,5,3,0,0,0,0,0,0,0,0,0,83.6
13,22,1914,0,1,0,1,1,1,0,12,4,2,12,9,8,11,8,13,5,1,1,3,0,4,2,3,0,0,0,0,0,0,0,0,0,67.0
13,23,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
13,24,1961,2,2,0,4,1,0,7,3,5,3,3,6,11,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,19.6
13,26,1998,2,0,0,0,4,0,0,5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
13,28,1922,0,0,2,1,3,4,2,4,1,8,12,8,5,11,2,4,8,1,6,7,3,1,0,0,1,0,0,0,0,0,0,0,0,94.8
13,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,31,2008,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
13,32,1984,0,0,0,0,0,0,3,0,1,0,4,5,1,3,3,2,4,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,28.2
13,33,1982,0,0,0,2,0,0,2,1,0,1,3,2,3,5,1,3,1,0,2,0,0,1,2,0,0,2,0,3,0,0,0,0,0,31.2
13,35,2007,0,0,1,1,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
13,36,2004,0,0,2,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29.0
13,37,1990,0,0,0,1,0,1,0,0,1,2,0,2,1,0,5,0,3,0,3,0,0,2,0,0,4,0,1,0,0,0,0,0,0,34.4
13,38,1924,0,1,1,2,2,0,0,0,5,5,8,8,10,7,5,6,4,2,1,0,4,1,5,4,3,7,0,1,0,0,0,0,0,105.6
13,39,1982,0,0,0,0,0,0,0,1,0,4,2,2,1,3,0,1,1,6,1,0,1,2,2,0,2,0,1,3,1,0,0,0,0,45.8
13,41,1932,0,0,0,0,0,1,3,1,3,1,1,6,7,8,6,3,2,5,3,2,1,14,5,3,1,1,4,3,0,0,0,0,0,73.6
13,44,1951,0,0,0,0,0,2,1,2,1,3,4,8,5,7,2,3,1,5,3,0,3,2,4,0,1,4,2,2,0,0,0,0,0,100.6
13,45,1940,0,0,1,0,3,0,0,3,1,1,2,2,5,7,4,7,3,6,0,3,5,3,3,3,4,4,2,4,0,0,0,0,0,86.2
13,46,1922,0,0,1,0,2,2,2,1,2,7,6,8,4,7,9,10,4,3,4,0,0,6,1,3,2,3,0,5,2,0,0,0,0,111.8
13,47,1969,0,1,1,0,0,1,0,2,1,3,4,3,2,1,4,2,1,2,1,2,2,4,3,4,0,1,0,2,0,0,0,0,0,68.4
13,48,1991,0,0,0,0,0,0,1,0,2,2,2,3,4,1,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
13,49,2005,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4
13,50,1968,0,0,0,3,0,0,1,1,0,1,2,3,2,7,2,3,6,4,0,0,3,3,1,3,0,1,0,2,0,0,0,0,0,99.4
13,51,2002,0,0,0,0,0,1,0,0,2,1,1,1,2,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0
14,13,1914,11,2,9,13,13,8,7,6,8,3,4,1,2,3,1,0,3,3,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,35.6
14,15,1927,1,2,1,2,7,1,7,2,5,6,4,6,6,6,2,3,5,1,1,0,0,0,1,6,6,4,3,1,0,0,0,0,0,126.6
14,16,1855,3,5,1,1,9,12,7,9,9,6,29,8,6,11,5,0,10,5,2,4,3,2,4,1,2,4,1,0,2,0,0,0,0,143.8
14,17,1952,0,1,2,5,5,5,2,8,8,4,5,5,4,3,1,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,56.8
14,18,1963,2,1,7,3,1,2,2,2,6,0,6,0,0,4,2,6,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,30.4
14,19,1962,9,0,4,5,7,2,6,2,3,1,5,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,56.4
14,20,1956,2,3,4,9,4,1,3,3,3,9,3,1,1,4,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
14,21,1871,9,5,4,8,9,5,6,7,11,9,9,9,7,6,8,8,0,5,2,1,2,1,0,3,3,5,2,1,0,0,0,0,0,83.6
14,22,1852,2,2,0,9,5,7,5,11,16,20,7,14,17,9,9,6,5,0,0,0,2,5,0,1,5,3,3,0,0,1,0,0,0,67.0
14,23,1991,0,0,4,2,3,0,0,2,0,2,0,3,2,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.4
14,24,1907,4,5,4,3,4,4,7,10,10,5,9,7,4,4,0,4,2,3,0,2,2,1,2,5,0,4,3,0,1,0,0,0,0,56.4
14,26,1970,2,1,2,9,3,1,1,4,5,3,6,4,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
14,28,1834,7,14,8,3,17,15,9,12,14,13,13,10,4,8,3,7,6,0,3,2,1,2,6,4,1,0,0,0,0,0,0,0,0,117.2
14,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,31,1994,4,2,0,1,0,5,1,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3.0
14,32,1918,2,3,4,4,6,17,7,3,6,0,4,8,4,6,4,3,0,1,4,1,3,0,3,4,0,1,0,0,0,0,0,0,0,50.6
14,33,1892,5,4,4,4,4,8,9,8,12,5,13,11,9,7,6,4,0,1,0,4,1,2,1,1,0,0,1,0,0,0,0,0,0,71.9
14,35,1996,1,3,0,3,0,4,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
14,36,1968,1,3,1,1,1,2,5,1,6,2,2,4,0,7,0,1,1,2,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,26.0
14,37,1909,3,2,11,8,1,7,7,3,6,6,11,7,4,2,7,1,3,4,1,0,1,0,3,4,1,1,1,0,2,0,0,0,0,55.6
14,38,1847,5,13,8,6,14,9,21,14,8,4,12,6,7,5,7,9,4,2,0,0,0,3,8,1,0,1,0,0,2,0,0,0,0,43.4
14,39,1912,7,3,6,4,5,7,3,6,4,6,2,1,4,7,5,6,5,6,3,1,1,0,3,5,1,1,0,2,0,0,0,0,0,45.8
14,41,1861,6,3,6,7,5,5,7,10,9,5,8,13,8,9,7,10,9,0,2,1,6,7,2,6,2,0,1,1,0,0,0,0,0,91.0
14,44,1869,5,3,6,7,9,8,6,16,14,12,5,6,18,5,5,3,1,1,3,1,1,0,2,3,1,1,2,0,1,1,0,0,1,93.4
14,45,1747,13,4,14,14,14,10,22,19,16,14,17,15,10,11,16,10,9,8,2,7,4,4,6,2,1,5,1,1,0,0,0,0,0,116.6
14,46,1884,2,7,3,9,10,7,11,4,8,3,3,8,7,10,7,7,6,0,5,4,2,2,4,0,2,0,0,1,0,0,0,0,0,69.4
14,47,1904,1,5,8,10,7,6,6,6,1,8,6,5,4,2,5,1,4,0,1,1,5,3,6,3,2,3,3,0,0,0,0,0,0,81.6
14,48,1892,15,9,17,7,15,11,7,12,7,6,4,5,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,12.4
14,49,1927,6,8,6,7,10,1,10,4,4,5,6,3,6,1,1,1,1,2,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,12.6
14,50,1914,6,9,2,1,7,8,9,4,9,5,7,5,3,4,4,1,1,1,0,0,3,1,1,3,2,2,1,1,0,2,0,0,0,63.4
14,51,1977,1,2,6,2,2,3,2,3,3,1,4,0,1,1,0,0,0,2,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,33.0
15,13,1943,2,5,3,3,9,11,8,5,5,5,3,3,4,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,57.6
15,15,1898,1,2,6,0,0,9,6,9,1,7,6,12,13,11,12,2,0,2,1,1,0,1,4,2,2,5,1,2,0,0,0,0,0,126.6
15,16,1868,2,3,8,3,7,11,9,8,12,10,6,7,12,12,3,6,2,5,3,5,1,3,0,5,0,2,1,2,0,0,0,0,0,143.8
15,17,1930,3,6,6,6,4,4,3,5,8,7,3,4,3,3,5,0,1,1,0,1,1,1,0,1,4,4,0,0,1,0,1,0,0,56.8
15,18,1942,3,3,1,3,6,4,4,6,6,5,4,0,3,2,4,6,1,2,1,5,1,1,2,0,1,0,0,0,0,0,0,0,0,30.4
15,19,1935,3,3,4,3,9,9,5,5,7,6,2,7,4,4,2,0,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,36.4
15,20,1954,1,1,2,3,2,6,4,9,3,3,6,5,5,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8
15,21,1868,4,4,7,9,12,10,10,9,8,9,9,11,10,3,2,2,1,4,2,1,0,5,2,4,1,2,3,2,1,1,0,0,0,60.4
15,22,1857,6,1,2,8,6,5,8,11,13,12,7,21,13,12,4,8,1,1,0,0,4,0,3,2,6,3,1,0,1,0,0,0,0,81.6
15,23,1987,5,1,0,2,0,1,3,3,1,1,0,3,2,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
15,24,1907,6,4,8,2,2,3,3,11,9,6,5,4,6,7,5,1,5,4,2,0,1,0,1,1,2,0,2,8,1,0,0,0,0,22.6
15,26,1971,0,5,0,1,1,4,1,2,3,4,3,4,5,4,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5.2
15,28,1833,8,8,9,12,16,11,7,14,12,13,9,7,9,6,9,5,7,3,0,0,0,4,4,2,1,4,1,1,1,0,0,0,0,117.2
15,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,31,1996,0,3,0,2,0,3,1,2,0,0,3,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
15,32,1961,3,0,1,3,2,7,1,1,2,5,1,7,1,1,0,4,0,3,2,2,0,2,1,0,2,0,0,2,2,0,0,0,0,59.8
15,33,1950,3,1,1,2,0,2,2,5,0,2,9,5,10,8,0,4,1,2,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,40.0
15,35,2007,2,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
15,36,1993,1,1,0,2,1,5,0,0,0,2,1,1,4,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18.2
15,37,1916,1,0,4,1,8,3,4,5,8,3,5,3,8,9,7,2,3,0,3,6,3,0,4,1,2,3,1,0,2,1,0,0,0,25.6
15,38,1932,3,0,3,1,3,1,1,5,4,3,2,8,5,4,7,6,1,1,2,5,3,5,3,1,3,2,0,0,2,0,0,0,0,43.4
15,39,1924,0,4,1,6,3,3,2,2,6,7,4,4,1,5,4,6,6,5,3,1,1,3,4,0,0,5,5,0,1,0,0,0,0,45.8
15,41,1901,1,1,3,3,6,5,0,6,6,6,4,5,6,9,7,7,6,3,7,0,3,3,6,5,1,4,1,0,1,0,0,0,0,91.0
15,44,1905,2,1,3,5,4,1,0,5,6,4,4,10,10,4,9,12,3,7,9,0,6,2,0,1,1,1,0,1,0,0,0,0,0,93.4
15,45,1844,3,4,8,10,4,6,3,1,9,10,9,8,14,6,8,11,9,7,7,4,5,2,4,5,3,7,3,1,1,0,0,0,0,82.2
15,46,1911,5,0,3,1,4,1,4,1,0,7,0,12,2,10,8,4,7,11,3,6,1,3,3,3,2,4,0,0,0,0,0,0,0,77.0
15,47,1936,2,1,1,4,4,1,5,6,1,2,2,3,5,7,3,3,1,4,1,0,3,7,4,3,1,4,2,0,0,0,0,0,0,104.4
15,48,1929,1,0,3,1,2,0,6,3,6,2,11,10,11,6,3,3,8,3,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,12.4
15,49,1963,1,3,1,3,4,0,2,2,2,2,2,3,6,2,5,1,2,0,2,1,2,1,0,2,1,2,1,0,0,0,0,0,0,10.4
15,50,1957,1,4,1,0,2,2,5,3,4,5,1,1,0,2,4,2,3,0,5,2,0,2,4,0,0,1,3,2,0,0,0,0,0,80.2
15,51,1997,0,0,0,0,0,0,0,0,1,2,0,6,1,1,1,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,21.2
16,13,1978,1,0,0,1,2,4,1,1,5,2,3,6,1,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.6
16,15,1979,0,1,0,0,0,0,3,0,1,3,4,0,0,2,4,3,0,1,0,1,3,2,2,2,1,2,2,0,0,0,0,0,0,69.0
16,16,1929,0,0,1,4,0,0,1,4,5,5,12,6,9,4,3,2,8,2,0,3,1,0,5,4,2,1,2,2,0,1,0,0,0,125.2
16,17,1979,0,0,2,0,2,2,4,1,2,1,4,1,1,3,3,0,1,1,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,56.8
16,18,1992,1,0,0,0,0,0,0,1,4,0,4,1,2,1,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4
16,19,1957,0,1,1,0,1,3,3,4,5,2,9,9,2,2,8,0,1,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,36.4
16,20,1979,0,0,0,0,0,0,2,2,2,5,0,2,4,1,2,2,2,3,1,3,0,1,0,3,2,0,0,0,0,0,0,0,0,46.8
16,21,1938,0,0,0,3,1,2,3,2,0,2,6,8,8,8,4,8,1,7,3,0,4,0,5,3,0,0,0,0,0,0,0,0,0,60.4
16,22,1914,0,1,0,1,1,1,0,12,4,2,12,9,8,11,8,13,5,1,1,3,0,4,2,3,0,0,0,0,0,0,0,0,0,81.6
16,23,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
16,24,1961,2,2,0,4,1,0,7,3,5,3,3,6,11,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,22.6
16,26,1998,2,0,0,0,4,0,0,5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
16,28,1922,0,0,2,1,3,4,2,4,1,8,12,8,5,11,2,4,8,1,6,7,3,1,0,0,1,0,0,0,0,0,0,0,0,82.4
16,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,31,2008,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
16,32,1984,0,0,0,0,0,0,3,0,1,0,4,5,1,3,3,2,4,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,7.6
16,33,1982,0,0,0,2,0,0,2,1,0,1,3,2,3,5,1,3,1,0,2,0,0,1,2,0,0,2,0,3,0,0,0,0,0,60.8
16,35,2007,0,0,1,1,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8
16,36,2004,0,0,2,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30.6
16,37,1990,0,0,0,1,0,1,0,0,1,2,0,2,1,0,5,0,3,0,3,0,0,2,0,0,4,0,1,0,0,0,0,0,0,25.6
16,38,1924,0,1,1,2,2,0,0,0,5,5,8,8,10,7,5,6,4,2,1,0,4,1,5,4,3,7,0,1,0,0,0,0,0,101.2
16,39,1982,0,0,0,0,0,0,0,1,0,4,2,2,1,3,0,1,1,6,1,0,1,2,2,0,2,0,1,3,1,0,0,0,0,23.4
16,41,1932,0,0,0,0,0,1,3,1,3,1,1,6,7,8,6,3,2,5,3,2,1,14,5,3,1,1,4,3,0,0,0,0,0,74.0
16,44,1951,0,0,0,0,0,2,1,2,1,3,4,8,5,7,2,3,1,5,3,0,3,2,4,0,1,4,2,2,0,0,0,0,0,39.6
16,45,1940,0,0,1,0,3,0,0,3,1,1,2,2,5,7,4,7,3,6,0,3,5,3,3,3,4,4,2,4,0,0,0,0,0,82.2
16,46,1922,0,0,1,0,2,2,2,1,2,7,6,8,4,7,9,10,4,3,4,0,0,6,1,3,2,3,0,5,2,0,0,0,0,150.8
16,47,1969,0,1,1,0,0,1,0,2,1,3,4,3,2,1,4,2,1,2,1,2,2,4,3,4,0,1,0,2,0,0,0,0,0,42.0
16,48,1991,0,0,0,0,0,0,1,0,2,2,2,3,4,1,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
16,49,2005,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.4
16,50,1968,0,0,0,3,0,0,1,1,0,1,2,3,2,7,2,3,6,4,0,0,3,3,1,3,0,1,0,2,0,0,0,0,0,80.2
16,51,2002,0,0,0,0,0,1,0,0,2,1,1,1,2,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,25.4
17,13,1960,4,4,2,4,3,9,3,5,4,5,2,1,1,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6
17,15,1982,2,1,3,3,1,4,4,3,2,3,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6
17,16,1966,1,2,2,0,6,0,10,2,4,7,1,2,5,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.2
17,17,1991,0,0,2,0,3,1,6,0,3,0,0,1,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6
17,18,1996,1,2,1,0,1,0,0,2,4,1,1,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,69.8
17,19,1976,7,1,4,2,7,5,0,4,3,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6
17,20,1977,5,2,3,5,6,6,4,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8
17,21,1928,3,3,6,6,2,4,3,11,12,10,8,10,2,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97.4
17,22,1952,5,4,1,3,4,5,2,3,4,7,2,6,1,4,2,1,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.4
17,23,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6
17,24,1974,0,4,4,6,3,7,4,4,0,1,0,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2
17,26,2010,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2
